;Text;Thématique;Groupe;lang;lang_predict;lemma;cleaned;bigrams
75;['Known', 'as', 'EDSAC', 'it', 'was', 'straight', 'development', 'from', 'Mercury', 'adapted', 'for', 'local', 'circumstances', 'and', 'was', 'noted', 'for', 'its', 'object', 'code', 'optimisation', 'and', 'source-language', 'diagnostics', 'which', 'were', 'advanced', 'for', 'the', 'time'];programming_language;groupe D;En;En;['edsac', 'straight', 'development', 'mercury', 'adapt', 'local', 'circumstance', 'note', 'object', 'code', 'optimisation', 'source-language', 'diagnostics', 'advanced', 'time'];['edsac', 'straight', 'development', 'mercury', 'adapt', 'local', 'circumstance', 'note', 'object', 'code', 'optimisation', 'source-language', 'diagnostics', 'advanced', 'time'];['edsac', 'straight', 'development', 'mercury', 'adapt', 'local', 'circumstance', 'note', 'object', 'code', 'optimisation', 'source-language', 'diagnostics', 'advanced', 'time']
76;['contemporary', 'but', 'separate', 'thread', 'of', 'development', 'Atlas', 'was', 'developed', 'for', 'the', 'University', 'of', 'Manchester', 'Atlas', 'machine'];programming_language;groupe D;En;En;['contemporary', 'separate', 'thread', 'development', 'atlas', 'developed', 'university', 'manchester', 'atlas', 'machine'];['contemporary', 'separate', 'thread', 'development', 'atlas', 'developed', 'university', 'manchester', 'atlas', 'machine'];['contemporary', 'separate', 'thread', 'development', 'atlas', 'developed', 'university_manchester', 'atlas', 'machine']
77;['FORTRAN', 'was', 'invented', 'by'];programming_language;groupe D;En;En;['fortran', 'invent'];['fortran', 'invent'];['fortran', 'invent']
78;['It', 'was', 'the', 'first', 'widely', 'used', 'high-level', 'general', 'purpose', 'programming', 'language', 'functional', 'implementation', 'as', 'opposed', 'just', 'design', 'on', 'paper'];programming_language;groupe D;En;En;['high-level', 'purpose', 'programming', 'language', 'functional', 'implementation', 'oppose', 'design', 'paper'];['high-level', 'purpose', 'programming', 'language', 'functional', 'implementation', 'oppose', 'design', 'paper'];['high-level', 'purpose', 'programming_language', 'functional', 'implementation', 'oppose', 'design', 'paper']
79;['It', 'is', 'still', 'popular', 'language', 'for', 'high-performance', 'computing', 'and', 'is', 'used', 'for', 'programs', 'that', 'benchmark', 'and', 'rank', 'the', 'world', 'fastest', 'supercomputers'];programming_language;groupe D;En;En;['popular', 'language', 'high-performance', 'computing', 'program', 'benchmark', 'rank', 'supercomputer'];['popular', 'language', 'high-performance', 'computing', 'program', 'benchmark', 'rank', 'supercomputer'];['popular', 'language', 'high-performance', 'computing', 'program', 'benchmark', 'rank', 'supercomputer']
80;['Another', 'early', 'programming', 'language', 'was', 'devised', 'by', 'the', 'US', 'called', 'FLOW-MATIC'];programming_language;groupe D;En;En;['programming', 'language', 'devise', 'flow-matic'];['programming', 'language', 'devise', 'flow-matic'];['programming_language', 'devise', 'flow-matic']
81;['It', 'was', 'developed', 'for', 'the', 'UNIVAC', 'Remington', 'Rand', 'during', 'the', 'period', 'from', 'until'];programming_language;groupe D;En;En;['developed', 'univac', 'remington', 'rand', 'period'];['developed', 'univac', 'remington', 'rand', 'period'];['developed', 'univac', 'remington', 'rand', 'period']
82;['found', 'that', 'business', 'data', 'processing', 'customers', 'were', 'uncomfortable', 'with', 'mathematical', 'notation', 'and', 'early', 'she', 'and', 'her', 'team', 'wrote', 'specification', 'for', 'English', 'programming', 'language', 'and', 'implemented', 'prototype'];programming_language;groupe D;En;En;['business', 'data', 'processing', 'customer', 'uncomfortable', 'mathematical', 'notation', 'team', 'write', 'specification', 'english', 'programming', 'language', 'implement', 'prototype'];['business', 'data', 'processing', 'customer', 'uncomfortable', 'mathematical', 'notation', 'team', 'write', 'specification', 'english', 'programming', 'language', 'implement', 'prototype'];['business', 'data', 'processing', 'customer', 'uncomfortable', 'mathematical', 'notation', 'team', 'write', 'specification', 'english', 'programming_language', 'implement', 'prototype']
83;['The', 'FLOW-MATIC', 'compiler', 'became', 'publicly', 'available', 'early', 'and', 'was', 'substantially', 'complete'];programming_language;groupe D;En;En;['flow-matic', 'compiler', 'complete'];['flow-matic', 'compiler', 'complete'];['flow-matic', 'compiler', 'complete']
84;['FLOW-MATIC', 'was', 'influence', 'the', 'design', 'of', 'COBOL', 'only', 'it', 'and', 'its', 'direct', 'descendant', 'AIMACO', 'were', 'actual', 'the', 'time'];programming_language;groupe D;En;En;['flow-matic', 'influence', 'design', 'cobol', 'direct', 'descendant', 'aimaco', 'actual', 'time'];['flow-matic', 'influence', 'design', 'cobol', 'direct', 'descendant', 'aimaco', 'actual', 'time'];['flow-matic', 'influence', 'design', 'cobol', 'direct', 'descendant', 'aimaco', 'actual', 'time']
85;['The', 'increased', 'of', 'high-level', 'languages', 'introduced', 'requirement', 'for', 'low-level', 'programming', 'languages', 'system', 'programming', 'languages'];programming_language;groupe D;En;En;['increase', 'high-level', 'language', 'introduce', 'requirement', 'low-level', 'programming', 'language', 'programming', 'language'];['increase', 'high-level', 'language', 'introduce', 'requirement', 'low-level', 'programming', 'language', 'programming', 'language'];['increase', 'high-level', 'language', 'introduce', 'requirement', 'low-level', 'programming_language', 'programming_language']
86;['These', 'languages', 'varying', 'degrees', 'provide', 'facilities', 'between', 'assembly', 'languages', 'and', 'high-level', 'languages'];programming_language;groupe D;En;En;['language', 'vary', 'degree', 'provide', 'facility', 'language', 'high-level', 'language'];['language', 'vary', 'degree', 'provide', 'facility', 'language', 'high-level', 'language'];['language', 'vary', 'degree', 'provide', 'facility', 'language', 'high-level', 'language']
87;['can', 'used', 'perform', 'tasks', 'which', 'require', 'direct', 'access', 'hardware', 'facilities', 'but', 'still', 'provide', 'higher-level', 'control', 'structures', 'and', 'error-checking'];programming_language;groupe D;En;En;['perform', 'task', 'require', 'direct', 'access', 'hardware', 'facility', 'provide', 'higher-level', 'control', 'structures', 'error-checking'];['perform', 'task', 'require', 'direct', 'access', 'hardware', 'facility', 'provide', 'higher-level', 'control', 'structures', 'error-checking'];['perform_task', 'require', 'direct', 'access', 'hardware', 'facility', 'provide', 'higher-level', 'control', 'structures', 'error-checking']
88;['The', 'period', 'from', 'the', '1960s', 'the', 'late', '1970s', 'brought', 'the', 'development', 'of', 'the', 'language', 'paradigms', 'now'];programming_language;groupe D;En;En;['period', '1960s', '1970s', 'brought', 'development', 'language', 'paradigm'];['period', 'brought', 'development', 'language', 'paradigm'];['period', 'brought', 'development', 'language', 'paradigm']
89;['Each', 'of', 'these', 'languages', 'spawned', 'descendants', 'and', 'most', 'programming', 'languages', 'count', 'least', 'one', 'of', 'them', 'their', 'ancestry'];programming_language;groupe D;En;En;['language', 'spawn', 'descendant', 'programming', 'language', 'count', 'ancestry'];['language', 'spawn', 'descendant', 'programming', 'language', 'count', 'ancestry'];['language', 'spawn', 'descendant', 'programming_language', 'count', 'ancestry']
90;['The', '1960s', 'and', '1970s', 'also', 'saw', 'considerable', 'debate', 'over', 'the', 'merits', 'of', 'structured', 'programming', 'and', 'whether', 'programming', 'languages', 'should', 'designed', 'support', 'it'];programming_language;groupe D;En;En;['1960s', '1970s', 'considerable', 'debate', 'merit', 'structure', 'programming', 'programming', 'language', 'design', 'support'];['considerable', 'debate', 'merit', 'structure', 'programming', 'programming', 'language', 'design', 'support'];['considerable', 'debate', 'merit', 'structure', 'programming', 'programming_language', 'design', 'support']
91;['Edsger', 'famous', 'letter', 'published', 'the', 'Communications', 'of', 'the', 'ACM', 'argued', 'that', 'statements', 'should', 'eliminated', 'from', 'all', 'higher', 'programming', 'languages'];programming_language;groupe D;En;En;['edsger', 'famous', 'letter', 'publish', 'communications', 'acm', 'argue', 'statement', 'eliminate', 'programming', 'language'];['edsger', 'famous', 'letter', 'publish', 'communications', 'acm', 'argue', 'statement', 'eliminate', 'programming', 'language'];['edsger', 'famous', 'letter', 'publish', 'communications', 'acm', 'argue', 'statement', 'eliminate', 'programming_language']
92;['The', '1980s', 'were', 'years', 'of', 'relative', 'consolidation'];programming_language;groupe D;En;En;['1980s', 'relative', 'consolidation'];['relative', 'consolidation'];['relative', 'consolidation']
93;['combined', 'object-oriented', 'and', 'systems', 'programming'];programming_language;groupe D;En;En;['combine', 'object-oriented', 'systems', 'programming'];['combine', 'object-oriented', 'systems', 'programming'];['combine', 'object-oriented', 'systems', 'programming']
94;['The', 'government', 'standardized', 'systems', 'programming', 'language', 'derived', 'from', 'and', 'intended', 'for', 'by', 'defense', 'contractors'];programming_language;groupe D;En;En;['government', 'standardize', 'systems', 'programming', 'language', 'derive', 'intend', 'defense', 'contractor'];['government', 'standardize', 'systems', 'programming', 'language', 'derive', 'intend', 'defense', 'contractor'];['government', 'standardize', 'systems', 'programming_language', 'derive', 'intend', 'defense', 'contractor']
95;['and', 'elsewhere', 'sums', 'were', 'spent', 'investigating', 'so-called', 'fifth-generation', 'languages', 'that', 'incorporated', 'logic', 'programming', 'constructs'];programming_language;groupe D;En;En;['sum', 'spent', 'investigate', 'so-called', 'fifth-generation', 'language', 'incorporate', 'logic', 'programming', 'construct'];['sum', 'spent', 'investigate', 'so-called', 'fifth-generation', 'language', 'incorporate', 'logic', 'programming', 'construct'];['sum', 'spent', 'investigate', 'so-called', 'fifth-generation', 'language', 'incorporate', 'logic_programming', 'construct']
96;['The', 'functional', 'languages', 'community', 'moved', 'standardize', 'ML', 'and', 'Lisp'];programming_language;groupe D;En;En;['functional', 'language', 'community', 'standardize', 'lisp'];['functional', 'language', 'community', 'standardize', 'lisp'];['functional', 'language', 'community', 'standardize', 'lisp']
97;['Rather', 'than', 'inventing', 'paradigms', 'all', 'of', 'these', 'movements', 'elaborated', 'upon', 'the', 'ideas', 'invented', 'the', 'previous', 'decades'];programming_language;groupe D;En;En;['invent', 'paradigm', 'movement', 'elaborate', 'idea', 'invent', 'previous', 'decade'];['invent', 'paradigm', 'movement', 'elaborate', 'idea', 'invent', 'previous', 'decade'];['invent', 'paradigm', 'movement', 'elaborate', 'idea', 'invent', 'previous', 'decade']
98;['One', 'important', 'trend', 'language', 'design', 'for', 'programming', 'large-scale', 'systems', 'during', 'the', '1980s', 'was', 'increased', 'focus', 'on', 'the', 'of', 'modules', 'large-scale', 'organizational', 'units', 'of', 'code'];programming_language;groupe D;En;En;['trend', 'language', 'design', 'programming', 'large-scale', 'systems', '1980s', 'increase', 'focus', 'modules', 'large-scale', 'organizational', 'unit', 'code'];['trend', 'language', 'design', 'programming', 'large-scale', 'systems', 'increase', 'focus', 'modules', 'large-scale', 'organizational', 'unit', 'code'];['trend', 'language_design', 'programming', 'large-scale', 'systems', 'increase', 'focus', 'modules', 'large-scale', 'organizational', 'unit', 'code']
99;['Modula-2', 'and', 'ML', 'all', 'developed', 'notable', 'module', 'systems', 'the', '1980s', 'which', 'were', 'often', 'wedded', 'generic', 'programming', 'constructs'];programming_language;groupe D;En;En;['modula-2', 'developed', 'module', 'systems', '1980s', 'generic', 'programming', 'construct'];['modula-2', 'developed', 'module', 'systems', 'generic', 'programming', 'construct'];['modula-2', 'developed', 'module', 'systems', 'generic', 'programming', 'construct']
100;['The', 'rapid', 'growth', 'of', 'the', 'Internet', 'the', 'mid-1990s', 'created', 'opportunities', 'for', 'languages'];programming_language;groupe D;En;En;['rapid', 'growth', 'internet', 'mid-1990s', 'create', 'opportunity', 'language'];['rapid', 'growth', 'internet', 'mid-', 'create', 'opportunity', 'language'];['rapid', 'growth', 'internet', 'mid-', 'create', 'opportunity', 'language']
101;['Perl', 'originally', 'Unix', 'scripting', 'tool', 'first', 'released', 'became', 'dynamic', 'websites'];programming_language;groupe D;En;En;['perl', 'unix', 'script', 'tool', 'release', 'dynamic'];['perl', 'unix', 'script', 'tool', 'release', 'dynamic'];['perl', 'unix', 'script', 'tool', 'release', 'dynamic']
102;['came', 'used', 'for', 'server-side', 'programming', 'and', 'bytecode', 'virtual', 'machines', 'became', 'popular', 'again', 'commercial', 'settings', 'with', 'their', 'promise', 'of', 'Write', 'once', 'run', 'anywhere', 'had', 'been', 'popular', 'for', 'time', 'the', 'early', '1980s'];programming_language;groupe D;En;En;['server-side', 'programming', 'bytecode', 'virtual', 'machines', 'popular', 'commercial', 'setting', 'promise', 'write', 'popular', 'time', '1980s'];['server-side', 'programming', 'bytecode', 'virtual', 'machines', 'popular', 'commercial', 'setting', 'promise', 'write', 'popular', 'time'];['server-side', 'programming', 'bytecode', 'virtual', 'machines', 'popular', 'commercial', 'setting', 'promise', 'write', 'popular', 'time']
103;['These', 'developments', 'were', 'not', 'fundamentally', 'novel', 'rather', 'were', 'refinements', 'of', 'existing', 'languages', 'and', 'paradigms', 'although', 'their', 'syntax', 'was', 'often', 'based', 'on', 'the', 'family', 'of', 'programming', 'languages'];programming_language;groupe D;En;En;['development', 'refinement', 'exist', 'language', 'paradigm', 'syntax', 'base', 'family', 'programming', 'language'];['development', 'refinement', 'exist', 'language', 'paradigm', 'syntax', 'base', 'family', 'programming', 'language'];['development', 'refinement', 'exist', 'language', 'paradigm', 'syntax', 'base', 'family', 'programming_language']
104;['Programming', 'language', 'evolution', 'continues', 'both', 'industry', 'and', 'research'];programming_language;groupe D;En;En;['programming', 'language', 'evolution', 'continues', 'industry'];['programming', 'language', 'evolution', 'continues', 'industry'];['programming_language', 'evolution', 'continues', 'industry']
